customer_id,label_recompra_90d
C200217,1
C200218,0
C200219,0
C200220,0
C200221,1
C200222,1
C200223,1
C200224,1
C200225,0
C200226,0
C200227,1
C200228,0
C200229,0
C200230,0
C200231,0
C200232,0
C200233,0
C200234,0
C200235,0
C200236,0
C200237,1
C200238,1
C200239,0
C200240,0
C200241,0
C200242,1
C200243,0
C200244,0
C200245,0
C200246,0
C200247,1
C200248,0
C200249,0
C200250,0
C200251,0
C200252,0
C200253,0
C200254,0
C200255,0
C200256,1
C200257,0
C200258,0
C200259,1
C200260,0
C200261,0
C200262,1
C200263,0
C200264,1
C200265,1
C200266,0
C200267,0
C200268,0
C200269,0
C200270,0
C200271,0
C200272,0
C200273,1
C200274,0
C200275,0
C200276,0
C200277,1
C200278,0
C200279,0
C200280,0
C200281,0
C200282,0
C200283,0
C200284,0
C200285,0
C200286,1
C200287,0
C200288,1
C200289,0
C200290,1
C200291,0
C200292,0
C200293,0
C200294,1
C200295,0
C200296,1
C200297,1
C200298,1
C200299,1
C200300,0
C200301,1
C200302,1
C200303,0
C200304,1
C200305,1
C200306,1
C200307,0
C200308,0
C200309,1
C200310,1
C200311,0
C200312,0
C200313,1
C200314,0
C200315,1
C200316,0
C200317,0
C200318,0
C200319,1
C200320,1
C200321,0
C200322,1
C200323,0
C200324,0
C200325,1
C200326,0
C200327,1
C200328,0
C200329,1
C200330,0
C200331,0
C200332,0
C200333,0
C200334,0
C200335,0
C200336,0
C200337,0
C200338,1
C200339,1
C200340,0
C200341,0
C200342,1
C200343,1
C200344,0
C200345,0
C200346,1
C200347,1
C200348,0
C200349,0
C200350,0
C200351,1
C200352,0
C200353,0
C200354,0
C200355,1
C200356,0
C200357,0
C200358,0
C200359,1
C200360,1
C200361,1
C200362,0
C200363,0
C200364,0
C200365,0
C200366,0
C200367,1
C200368,0
C200369,0
C200370,0
C200371,0
C200372,0
C200373,0
C200374,0
C200375,0
C200376,0
C200377,1
C200378,1
C200379,1
C200380,1
C200381,0
C200382,0
C200383,0
C200384,1
C200385,0
C200386,1
C200387,0
C200388,0
C200389,1
C200390,0
C200391,0
C200392,1
C200393,0
C200394,0
C200395,0
C200396,0
C200397,0
C200398,1
C200399,0
C200400,0
C200401,0
C200402,0
C200403,0
C200404,0
C200405,0
C200406,1
C200407,0
C200408,0
C200409,1
C200410,1
C200411,0
C200412,0
C200413,0
C200414,0
C200415,0
C200416,0
C200417,1
C200418,1
C200419,0
C200420,0
C200421,0
C200422,0
C200423,0
C200424,0
C200425,1
C200426,1
C200427,0
C200428,0
C200429,0
C200430,0
C200431,1
C200432,0
C200433,0
C200434,0
C200435,0
C200436,0
C200437,1
C200438,0
C200439,1
C200440,0
C200441,0
C200442,0
C200443,0
C200444,0
C200445,0
C200446,0
C200447,0
C200448,1
C200449,0
C200450,1
C200451,1
C200452,0
C200453,0
C200454,1
C200455,0
C200456,1
C200457,0
C200458,0
C200459,0
C200460,1
C200461,0
C200462,1
C200463,0
C200464,0
C200465,0
C200466,0
C200467,0
C200468,1
C200469,1
C200470,0
C200471,1
C200472,0
C200473,1
C200474,0
C200475,0
C200476,0
C200477,1
C200478,0
C200479,0
C200480,1
C200481,0
C200482,0
C200483,0
C200484,0
C200485,0
C200486,0
C200487,1
C200488,0
C200489,0
C200490,0
C200491,0
C200492,0
C200493,1
C200494,0
C200495,1
C200496,0
C200497,0
C200498,0
C200499,0
C200500,0
C200501,1
C200502,1
C200503,1
C200504,1
C200505,0
C200506,0
C200507,0
C200508,0
C200509,0
C200510,0
C200511,1
C200512,0
C200513,0
C200514,0
C200515,1
C200516,1
C200517,0
C200518,1
C200519,0
C200520,0
C200521,1
C200522,0
C200523,1
C200524,1
C200525,0
C200526,0
C200527,1
C200528,1
C200529,1
C200530,0
C200531,0
C200532,0
C200533,0
C200534,0
C200535,0
C200536,0
C200537,0
C200538,0
C200539,1
C200540,1
C200541,1
C200542,1
C200543,0
C200544,0
C200545,0
C200546,0
C200547,1
C200548,0
C200549,1
C200550,1
C200551,0
C200552,0
C200553,1
C200554,0
C200555,0
C200556,0
C200557,0
C200558,1
C200559,0
C200560,1
C200561,1
C200562,1
C200563,1
C200564,0
C200565,0
C200566,0
C200567,1
C200568,1
C200569,0
C200570,0
C200571,0
C200572,0
C200573,0
C200574,1
C200575,0
C200576,0
C200577,0
C200578,0
C200579,0
C200580,0
C200581,0
C200582,0
C200583,0
C200584,1
C200585,1
C200586,0
C200587,0
C200588,1
C200589,0
C200590,0
C200591,1
C200592,0
C200593,0
C200594,1
C200595,1
C200596,1
C200597,0
C200598,1
C200599,0
C200600,0
C200601,0
C200602,0
C200603,1
C200604,0
C200605,0
C200606,0
C200607,0
C200608,0
C200609,0
C200610,1
C200611,1
C200612,0
C200613,1
C200614,0
C200615,0
C200616,1
C200617,0
C200618,0
C200619,0
C200620,1
C200621,0
C200622,1
C200623,0
C200624,1
C200625,0
C200626,0
C200627,0
C200628,0
C200629,0
C200630,0
C200631,1
C200632,1
C200633,0
C200634,0
C200635,1
C200636,1
C200637,0
C200638,0
C200639,0
C200640,0
C200641,0
C200642,0
C200643,1
C200644,1
C200645,0
C200646,0
C200647,0
C200648,0
C200649,0
C200650,0
C200651,1
C200652,1
C200653,0
C200654,0
C200655,0
C200656,0
C200657,0
C200658,0
C200659,1
C200660,0
C200661,0
C200662,0
C200663,0
C200664,0
C200665,0
C200666,0
C200667,1
C200668,0
C200669,0
C200670,0
C200671,0
C200672,0
C200673,0
C200674,0
C200675,0
C200676,0
C200677,0
C200678,0
C200679,0
C200680,0
C200681,0
C200682,0
C200683,1
C200684,1
C200685,1
C200686,0
C200687,1
C200688,0
C200689,0
C200690,0
C200691,1
C200692,0
C200693,1
C200694,1
C200695,0
C200696,0
C200697,0
C200698,0
C200699,0
C200700,0
C200701,1
C200702,1
C200703,0
C200704,1
C200705,0
C200706,0
C200707,0
C200708,1
C200709,0
C200710,1
C200711,1
C200712,0
C200713,0
C200714,0
C200715,1
C200716,1
C200717,0
C200718,0
C200719,1
C200720,0
C200721,0
C200722,0
C200723,1
C200724,0
C200725,0
C200726,1
C200727,1
C200728,1
C200729,0
C200730,1
C200731,0
C200732,0
C200733,1
C200734,0
C200735,0
C200736,1
C200737,0
C200738,1
C200739,0
C200740,1
C200741,0
C200742,0
C200743,0
C200744,0
C200745,1
C200746,0
C200747,0
C200748,0
C200749,0
C200750,0
C200751,0
C200752,0
C200753,1
C200754,1
C200755,0
C200756,0
C200757,1
C200758,1
C200759,0
C200760,1
C200761,0
C200762,0
C200763,0
C200764,1
C200765,0
C200766,0
C200767,0
C200768,0
C200769,1
C200770,1
C200771,1
C200772,1
C200773,1
C200774,1
C200775,0
C200776,0
C200777,0
C200778,0
C200779,1
C200780,0
C200781,0
C200782,1
C200783,1
C200784,0
C200785,1
C200786,0
C200787,0
C200788,0
C200789,0
C200790,0
C200791,1
C200792,0
C200793,0
C200794,0
C200795,1
C200796,0
C200797,0
C200798,0
C200799,1
C200800,1
C200801,0
C200802,0
C200803,1
C200804,1
C200805,1
C200806,0
C200807,1
C200808,0
C200809,0
C200810,0
C200811,0
C200812,1
C200813,0
C200814,0
C200815,0
C200816,1
C200817,0
C200818,0
C200819,0
C200820,1
C200821,0
C200822,0
C200823,0
C200824,1
C200825,1
C200826,0
C200827,0
C200828,0
C200829,1
C200830,0
C200831,0
C200832,0
C200833,1
C200834,0
C200835,0
C200836,1
C200837,0
C200838,1
C200839,0
C200840,0
C200841,1
C200842,0
C200843,0
C200844,0
C200845,1
C200846,1
C200847,0
C200848,0
C200849,0
C200850,0
C200851,0
C200852,0
C200853,1
C200854,0
C200855,0
C200856,0
C200857,0
C200858,0
C200859,0
C200860,0
C200861,0
C200862,0
C200863,0
C200864,0
C200865,0
C200866,0
C200867,1
C200868,0
C200869,1
C200870,0
C200871,0
C200872,0
C200873,0
C200874,0
C200875,0
C200876,1
C200877,1
C200878,0
C200879,0
C200880,0
C200881,0
C200882,0
C200883,0
C200884,0
C200885,0
C200886,0
C200887,0
C200888,0
C200889,0
C200890,0
C200891,0
C200892,0
C200893,0
C200894,0
C200895,0
C200896,0
C200897,0
C200898,0
C200899,0
C200900,0
C200901,1
C200902,0
C200903,0
C200904,0
C200905,0
C200906,0
C200907,0
C200908,0
C200909,0
C200910,1
C200911,1
C200912,0
C200913,1
C200914,0
C200915,0
C200916,0
C200917,1
C200918,0
C200919,0
C200920,1
C200921,0
C200922,0
C200923,1
C200924,0
C200925,0
C200926,0
C200927,0
C200928,1
C200929,1
C200930,0
C200931,0
C200932,0
C200933,0
C200934,0
C200935,1
C200936,1
C200937,0
C200938,0
C200939,0
C200940,0
C200941,1
C200942,0
C200943,0
C200944,1
C200945,0
C200946,0
C200947,0
C200948,1
C200949,1
C200950,0
C200951,0
C200952,0
C200953,0
C200954,0
C200955,0
C200956,0
C200957,0
C200958,0
C200959,0
C200960,0
C200961,1
C200962,1
C200963,1
C200964,0
C200965,0
C200966,1
C200967,0
C200968,0
C200969,0
C200970,0
C200971,1
C200972,0
C200973,0
C200974,1
C200975,0
C200976,0
C200977,0
C200978,1
C200979,0
C200980,0
C200981,0
C200982,1
C200983,0
C200984,0
C200985,1
C200986,1
C200987,0
C200988,1
C200989,0
C200990,0
C200991,0
C200992,0
C200993,0
C200994,0
C200995,0
C200996,1
C200997,0
C200998,0
C200999,0
C201000,0
C201001,1
C201002,0
C201003,1
C201004,0
C201005,0
C201006,0
C201007,0
C201008,1
C201009,1
C201010,1
C201011,1
C201012,0
C201013,1
C201014,0
C201015,0
C201016,0
C201017,0
C201018,0
C201019,0
C201020,0
C201021,0
C201022,0
C201023,1
C201024,0
C201025,0
C201026,0
C201027,1
C201028,0
C201029,0
C201030,1
C201031,0
C201032,0
C201033,0
C201034,0
C201035,1
C201036,1
C201037,1
C201038,0
C201039,0
C201040,0
C201041,1
C201042,0
C201043,1
C201044,0
C201045,0
C201046,0
C201047,1
C201048,0
C201049,0
C201050,1
C201051,0
C201052,0
C201053,0
C201054,1
C201055,1
C201056,0
C201057,0
C201058,0
C201059,0
C201060,0
C201061,0
C201062,1
C201063,1
C201064,1
C201065,0
C201066,1
C201067,0
C201068,0
C201069,0
C201070,1
C201071,0
C201072,1
C201073,0
C201074,0
C201075,0
C201076,0
C201077,1
C201078,0
C201079,0
C201080,0
C201081,0
C201082,0
C201083,0
C201084,1
C201085,1
C201086,0
C201087,0
C201088,0
C201089,1
C201090,0
C201091,0
C201092,0
C201093,1
C201094,0
C201095,1
C201096,0
C201097,1
C201098,1
C201099,1
C201100,0
C201101,0
C201102,1
C201103,1
C201104,0
C201105,0
C201106,0
C201107,0
C201108,0
C201109,0
C201110,0
C201111,0
C201112,1
C201113,0
C201114,0
C201115,1
C201116,0
C201117,0
C201118,0
C201119,0
C201120,1
C201121,0
C201122,0
C201123,0
C201124,0
C201125,0
C201126,0
C201127,1
C201128,0
C201129,0
C201130,0
C201131,0
C201132,0
C201133,1
C201134,0
C201135,0
C201136,0
C201137,1
C201138,1
C201139,1
C201140,0
C201141,0
C201142,1
C201143,0
C201144,1
C201145,1
C201146,0
C201147,0
C201148,0
C201149,0
C201150,1
C201151,0
C201152,0
C201153,1
C201154,0
C201155,0
C201156,0
C201157,1
C201158,0
C201159,0
C201160,1
C201161,0
C201162,1
C201163,0
C201164,0
C201165,1
C201166,0
C201167,0
C201168,1
C201169,0
C201170,0
C201171,0
C201172,1
C201173,0
C201174,1
C201175,0
C201176,1
C201177,0
C201178,0
C201179,1
C201180,1
C201181,0
C201182,1
C201183,0
C201184,0
C201185,1
C201186,1
C201187,0
C201188,0
C201189,0
C201190,0
C201191,0
C201192,0
C201193,0
C201194,0
C201195,1
C201196,0
C201197,0
C201198,0
C201199,1
C201200,0
C201201,0
C201202,1
C201203,0
C201204,0
C201205,0
C201206,1
C201207,0
C201208,1
C201209,0
C201210,0
C201211,0
C201212,1
C201213,0
C201214,0
C201215,0
C201216,0
C201217,0
C201218,1
C201219,0
C201220,0
C201221,0
C201222,0
C201223,0
C201224,0
C201225,0
C201226,0
C201227,0
C201228,1
C201229,0
C201230,0
C201231,1
C201232,1
C201233,1
C201234,0
C201235,0
C201236,0
C201237,0
C201238,0
C201239,0
C201240,0
C201241,0
C201242,0
C201243,1
C201244,0
C201245,0
C201246,1
C201247,0
C201248,1
C201249,0
C201250,1
C201251,0
C201252,0
C201253,1
C201254,1
C201255,1
C201256,1
C201257,0
C201258,1
C201259,0
C201260,0
C201261,0
C201262,0
C201263,0
C201264,0
C201265,0
C201266,0
C201267,0
C201268,0
C201269,0
C201270,0
C201271,0
C201272,0
C201273,0
C201274,0
C201275,0
C201276,1
C201277,0
C201278,1
C201279,0
C201280,0
C201281,0
C201282,0
C201283,1
C201284,0
C201285,0
C201286,0
C201287,0
C201288,1
C201289,1
C201290,0
C201291,1
C201292,0
C201293,0
C201294,1
C201295,0
C201296,1
C201297,0
C201298,0
C201299,1
C201300,0
C201301,0
C201302,0
C201303,0
C201304,0
C201305,0
C201306,0
C201307,1
C201308,0
C201309,0
C201310,0
C201311,0
C201312,0
C201313,0
C201314,0
C201315,0
C201316,0
C201317,1
C201318,0
C201319,0
C201320,0
C201321,1
C201322,0
C201323,1
C201324,1
C201325,1
C201326,0
C201327,0
C201328,1
C201329,0
C201330,0
C201331,0
C201332,1
C201333,0
C201334,1
C201335,1
C201336,0
C201337,0
C201338,0
C201339,0
C201340,0
C201341,0
C201342,1
C201343,0
C201344,0
C201345,0
C201346,1
C201347,0
C201348,0
C201349,0
C201350,0
C201351,0
C201352,0
C201353,0
C201354,1
C201355,1
C201356,0
C201357,0
C201358,1
C201359,0
C201360,1
C201361,0
C201362,0
C201363,0
C201364,0
C201365,1
C201366,0
C201367,0
C201368,0
C201369,0
C201370,0
C201371,1
C201372,1
C201373,1
C201374,0
C201375,0
C201376,0
C201377,0
C201378,1
C201379,1
C201380,0
C201381,1
C201382,0
C201383,0
C201384,0
C201385,0
C201386,1
C201387,0
C201388,1
C201389,0
C201390,1
C201391,1
C201392,1
C201393,0
C201394,0
C201395,0
C201396,0
C201397,0
C201398,0
C201399,0
C201400,0
C201401,0
C201402,0
C201403,1
C201404,0
C201405,0
C201406,0
C201407,0
C201408,0
C201409,0
C201410,1
C201411,1
C201412,0
C201413,1
C201414,1
C201415,0
C201416,1
C201417,1
C201418,1
C201419,0
C201420,0
C201421,0
C201422,1
C201423,0
C201424,1
C201425,0
C201426,0
C201427,1
C201428,1
C201429,0
C201430,1
C201431,1
C201432,1
C201433,0
C201434,1
C201435,1
C201436,1
C201437,0
C201438,0
C201439,1
C201440,0
C201441,1
C201442,1
C201443,1
C201444,0
C201445,0
C201446,0
C201447,0
C201448,0
C201449,0
C201450,0
C201451,1
C201452,0
C201453,0
C201454,0
C201455,0
C201456,0
C201457,0
C201458,0
C201459,0
C201460,1
C201461,0
C201462,1
C201463,1
C201464,1
C201465,0
C201466,0
C201467,1
C201468,0
C201469,0
C201470,0
C201471,0
C201472,0
C201473,1
C201474,0
C201475,0
C201476,0
C201477,0
C201478,0
C201479,0
C201480,0
C201481,0
C201482,0
C201483,0
C201484,0
C201485,1
C201486,0
C201487,0
C201488,1
C201489,0
C201490,0
C201491,1
C201492,0
C201493,1
C201494,0
C201495,1
C201496,0
C201497,1
C201498,1
C201499,0
C201500,0
C201501,0
C201502,0
C201503,0
C201504,0
C201505,1
C201506,1
C201507,0
C201508,1
C201509,0
C201510,0
C201511,0
C201512,1
C201513,0
C201514,0
C201515,0
C201516,0
C201517,0
C201518,1
C201519,0
C201520,0
C201521,1
C201522,0
C201523,1
C201524,1
C201525,1
C201526,1
C201527,1
C201528,0
C201529,1
C201530,0
C201531,1
C201532,0
C201533,0
C201534,1
C201535,0
C201536,0
C201537,0
C201538,0
C201539,0
C201540,0
C201541,0
C201542,1
C201543,1
C201544,0
C201545,1
C201546,0
C201547,0
C201548,1
C201549,0
C201550,1
C201551,0
C201552,1
C201553,0
C201554,1
C201555,0
C201556,0
C201557,0
C201558,0
C201559,0
C201560,1
C201561,1
C201562,1
C201563,1
C201564,1
C201565,1
C201566,1
C201567,1
C201568,0
C201569,0
C201570,0
C201571,0
C201572,0
C201573,1
C201574,0
C201575,0
C201576,1
C201577,0
C201578,0
C201579,0
C201580,0
C201581,0
C201582,0
C201583,0
C201584,1
C201585,1
C201586,0
C201587,1
C201588,0
C201589,0
C201590,0
C201591,1
C201592,0
C201593,0
C201594,0
C201595,1
C201596,0
C201597,1
C201598,0
C201599,0
C201600,0
C201601,0
C201602,0
C201603,0
C201604,0
C201605,0
C201606,0
C201607,0
C201608,0
C201609,0
C201610,0
C201611,1
C201612,0
C201613,0
C201614,0
C201615,1
C201616,0
C201617,1
C201618,0
C201619,0
C201620,0
C201621,0
C201622,0
C201623,1
C201624,1
C201625,0
C201626,0
C201627,0
C201628,1
C201629,0
C201630,1
C201631,0
C201632,0
C201633,0
C201634,0
C201635,0
C201636,0
C201637,1
C201638,0
C201639,0
C201640,0
C201641,0
C201642,0
C201643,0
C201644,0
C201645,0
C201646,0
C201647,0
C201648,0
C201649,0
C201650,0
C201651,0
C201652,0
C201653,0
C201654,0
C201655,0
C201656,0
C201657,1
C201658,1
C201659,0
C201660,0
C201661,0
C201662,0
C201663,0
C201664,1
C201665,0
C201666,0
C201667,0
C201668,0
C201669,1
C201670,0
C201671,0
C201672,0
C201673,1
C201674,0
C201675,0
C201676,0
C201677,0
C201678,0
C201679,0
C201680,0
C201681,1
C201682,0
C201683,1
C201684,0
C201685,0
C201686,0
C201687,0
C201688,0
C201689,0
C201690,0
C201691,1
C201692,1
C201693,0
C201694,1
C201695,0
C201696,0
C201697,0
C201698,0
C201699,0
C201700,0
C201701,0
C201702,0
C201703,0
C201704,1
C201705,0
C201706,1
C201707,0
C201708,0
C201709,0
C201710,0
C201711,0
C201712,0
C201713,0
C201714,0
C201715,0
C201716,1
C201717,0
C201718,0
C201719,1
C201720,0
C201721,1
C201722,0
C201723,0
C201724,1
C201725,0
C201726,1
C201727,0
C201728,0
C201729,0
C201730,1
C201731,0
C201732,1
C201733,0
C201734,0
C201735,0
C201736,1
C201737,1
C201738,0
C201739,1
C201740,1
C201741,0
C201742,0
C201743,0
C201744,0
C201745,0
C201746,1
C201747,0
C201748,1
C201749,1
C201750,1
C201751,0
C201752,0
C201753,1
C201754,0
C201755,1
C201756,0
C201757,0
C201758,1
C201759,0
C201760,1
C201761,0
C201762,0
C201763,0
C201764,0
C201765,0
C201766,1
C201767,0
C201768,0
C201769,1
C201770,0
C201771,0
C201772,0
C201773,0
C201774,1
C201775,0
C201776,0
C201777,0
C201778,0
C201779,0
C201780,0
C201781,0
C201782,0
C201783,0
C201784,0
C201785,0
C201786,1
C201787,0
C201788,1
C201789,0
C201790,1
C201791,1
C201792,1
C201793,0
C201794,1
C201795,0
C201796,0
C201797,1
C201798,1
C201799,1
C201800,1
C201801,0
C201802,1
C201803,0
C201804,1
C201805,0
C201806,0
C201807,1
C201808,0
C201809,0
C201810,0
C201811,0
C201812,1
C201813,0
C201814,1
C201815,0
C201816,1
C201817,1
C201818,0
C201819,0
C201820,0
C201821,1
C201822,1
C201823,0
C201824,0
C201825,1
C201826,0
C201827,0
C201828,1
C201829,1
C201830,0
C201831,0
C201832,1
C201833,0
C201834,1
C201835,1
C201836,0
C201837,0
C201838,0
C201839,0
C201840,0
C201841,0
C201842,0
C201843,0
C201844,0
C201845,0
C201846,0
C201847,1
C201848,0
C201849,1
C201850,0
C201851,0
C201852,0
C201853,1
C201854,1
C201855,1
C201856,0
C201857,0
C201858,0
C201859,1
C201860,0
C201861,1
C201862,0
C201863,1
C201864,1
C201865,1
C201866,1
C201867,0
C201868,0
C201869,1
C201870,0
C201871,1
C201872,0
C201873,0
C201874,0
C201875,1
C201876,0
C201877,0
C201878,0
C201879,0
C201880,0
C201881,0
C201882,0
C201883,0
C201884,0
C201885,1
C201886,1
C201887,0
C201888,0
C201889,0
C201890,0
C201891,1
C201892,1
C201893,0
C201894,0
C201895,1
C201896,0
C201897,0
C201898,0
C201899,1
C201900,0
C201901,0
C201902,0
C201903,0
C201904,0
C201905,0
C201906,0
C201907,0
C201908,0
C201909,1
C201910,0
C201911,1
C201912,0
C201913,0
C201914,0
C201915,0
C201916,0
C201917,0
C201918,0
C201919,1
C201920,1
C201921,0
C201922,0
C201923,0
C201924,1
C201925,1
C201926,0
C201927,1
C201928,1
C201929,1
C201930,1
C201931,0
C201932,1
C201933,0
C201934,1
C201935,0
C201936,1
C201937,1
C201938,0
C201939,0
C201940,1
C201941,1
C201942,0
C201943,1
C201944,0
C201945,1
C201946,0
C201947,0
C201948,0
C201949,1
C201950,0
C201951,1
C201952,0
C201953,0
C201954,1
C201955,0
C201956,0
C201957,0
C201958,0
C201959,0
C201960,0
C201961,0
C201962,1
C201963,0
C201964,0
C201965,0
C201966,0
C201967,0
C201968,0
C201969,0
C201970,0
C201971,0
C201972,0
C201973,0
C201974,1
C201975,0
C201976,0
C201977,0
C201978,0
C201979,1
C201980,0
C201981,0
C201982,0
C201983,0
C201984,0
C201985,0
C201986,0
C201987,0
C201988,0
C201989,1
C201990,0
C201991,0
C201992,1
C201993,1
C201994,1
C201995,0
C201996,0
C201997,0
C201998,1
C201999,0
C202000,0
C202001,1
C202002,1
C202003,0
C202004,0
C202005,0
C202006,0
C202007,1
C202008,0
C202009,0
C202010,1
C202011,0
C202012,0
C202013,0
C202014,1
C202015,0
C202016,1
C202017,0
C202018,1
C202019,0
C202020,0
C202021,0
C202022,1
C202023,0
C202024,0
C202025,1
C202026,0
C202027,1
C202028,0
C202029,0
C202030,1
C202031,0
C202032,1
C202033,0
C202034,0
C202035,0
C202036,0
C202037,0
C202038,0
C202039,0
C202040,1
C202041,0
C202042,1
C202043,1
C202044,1
C202045,0
C202046,1
C202047,0
C202048,0
C202049,1
C202050,0
C202051,0
C202052,0
C202053,0
C202054,0
C202055,1
C202056,0
C202057,0
C202058,0
C202059,0
C202060,0
C202061,0
C202062,0
C202063,0
C202064,0
C202065,0
C202066,1
C202067,0
C202068,0
C202069,1
C202070,0
C202071,1
C202072,0
C202073,0
C202074,0
C202075,0
C202076,0
C202077,0
C202078,0
C202079,0
C202080,0
C202081,1
C202082,1
C202083,0
C202084,0
C202085,1
C202086,1
C202087,0
C202088,0
C202089,0
C202090,0
C202091,1
C202092,0
C202093,0
C202094,1
C202095,0
C202096,0
C202097,1
C202098,1
C202099,0
C202100,0
C202101,0
C202102,1
C202103,1
C202104,0
C202105,0
C202106,0
C202107,0
C202108,0
C202109,0
C202110,0
C202111,1
C202112,0
C202113,0
C202114,0
C202115,0
C202116,0
C202117,1
C202118,1
C202119,1
C202120,0
C202121,0
C202122,1
C202123,0
C202124,1
C202125,1
C202126,0
C202127,0
C202128,0
C202129,0
C202130,1
C202131,0
C202132,0
C202133,1
C202134,0
C202135,1
C202136,0
C202137,1
C202138,0
C202139,0
C202140,0
C202141,0
C202142,0
C202143,0
C202144,1
C202145,1
C202146,1
C202147,1
C202148,0
C202149,0
C202150,0
C202151,0
C202152,1
C202153,1
C202154,1
C202155,1
C202156,0
C202157,1
C202158,0
C202159,1
C202160,0
C202161,0
C202162,0
C202163,0
C202164,0
C202165,0
C202166,1
C202167,1
C202168,0
C202169,1
C202170,1
C202171,0
C202172,0
C202173,1
C202174,1
C202175,0
C202176,0
C202177,1
C202178,0
C202179,0
C202180,0
C202181,0
C202182,0
C202183,0
C202184,1
C202185,0
C202186,0
C202187,1
C202188,1
C202189,1
C202190,0
C202191,0
C202192,0
C202193,1
C202194,0
C202195,0
C202196,0
C202197,0
C202198,1
C202199,0
C202200,0
C202201,1
C202202,0
C202203,0
C202204,1
C202205,0
C202206,1
C202207,0
C202208,0
C202209,0
C202210,1
C202211,0
C202212,0
C202213,0
C202214,0
C202215,0
C202216,0
C202217,0
C202218,0
C202219,0
C202220,1
C202221,0
C202222,0
C202223,1
C202224,1
C202225,0
C202226,0
C202227,0
C202228,0
C202229,0
C202230,0
C202231,1
C202232,0
C202233,0
C202234,1
C202235,0
C202236,0
C202237,0
C202238,0
C202239,0
C202240,0
C202241,0
C202242,1
C202243,0
C202244,1
C202245,0
C202246,0
C202247,0
C202248,1
C202249,0
C202250,1
C202251,0
C202252,1
C202253,0
C202254,0
C202255,1
C202256,0
C202257,1
C202258,0
C202259,1
C202260,0
C202261,0
C202262,0
C202263,1
C202264,0
C202265,0
C202266,0
C202267,1
C202268,0
C202269,0
C202270,0
C202271,0
C202272,1
C202273,0
C202274,1
C202275,0
C202276,1
C202277,0
C202278,0
C202279,0
C202280,1
C202281,1
C202282,0
C202283,1
C202284,0
C202285,0
C202286,0
C202287,0
C202288,0
C202289,0
C202290,0
C202291,1
C202292,0
C202293,0
C202294,0
C202295,0
C202296,0
C202297,0
C202298,0
C202299,0
C202300,0
C202301,0
C202302,1
C202303,0
C202304,0
C202305,1
C202306,0
C202307,1
C202308,0
C202309,1
C202310,0
C202311,0
C202312,0
C202313,0
C202314,0
C202315,0
C202316,0
C202317,0
C202318,0
C202319,0
C202320,0
C202321,1
C202322,0
C202323,0
C202324,0
C202325,0
C202326,0
C202327,0
